Id tarjeta,Fecha,Pais,Importe
474,12/8/2023,Mexico,168
437,9/10/2024,Mexico,451
220,1/7/2024,Mexico,380
486,17/3/2026,Francia,303
498,1/2/2025,Francia,337
385,1/10/2023,Japon,424
430,7/11/2025,USA,25
392,19/6/2023,Brasil,475
576,23/8/2026,Japon,444
126,6/8/2026,Japon,569
349,29/11/2026,Mexico,375
178,19/6/2026,Japon,361
365,2/5/2024,Mexico,359
484,2/3/2023,Francia,265
344,20/4/2023,USA,239
570,5/2/2026,Brasil,143
11,19/2/2023,Francia,343
385,1/9/2023,Francia,341
438,27/9/2024,Brasil,532
14,23/9/2026,Brasil,69
495,31/10/2023,Francia,211
428,31/12/2023,Mexico,33
305,26/2/2024,Japon,98
406,22/7/2025,Francia,142
213,30/11/2025,Mexico,456
218,6/6/2024,Francia,545
442,17/7/2025,Japon,191
9,23/9/2024,Mexico,3
197,3/6/2024,USA,225
58,30/4/2024,Mexico,567
189,2/7/2026,Japon,311
396,28/7/2025,Brasil,408
102,5/6/2025,USA,457
86,1/5/2023,Brasil,106
537,2/1/2026,Japon,98
307,26/12/2025,Brasil,490
25,20/6/2025,Francia,161
301,7/11/2025,Japon,341
298,27/4/2023,Brasil,219
242,26/3/2024,USA,496
25,30/6/2024,Brasil,578
140,30/6/2026,Brasil,156
559,11/5/2026,Francia,291
162,28/2/2023,USA,442
13,24/9/2026,USA,518
53,1/11/2026,USA,493
497,25/4/2025,USA,286
48,18/5/2023,Brasil,521
457,8/11/2023,Mexico,61
359,8/1/2023,Japon,272
380,21/10/2024,USA,502
289,13/2/2023,Brasil,144
505,24/3/2025,Francia,451
144,15/8/2023,Francia,120
9,23/3/2025,Brasil,400
577,2/1/2025,Japon,177
30,14/5/2024,Francia,167
310,7/9/2024,USA,410
131,8/8/2024,Mexico,209
388,21/1/2026,Mexico,133
485,25/3/2025,USA,519
309,20/6/2023,Japon,150
582,20/8/2024,Japon,578
126,27/8/2024,Japon,376
35,28/10/2024,USA,539
53,26/6/2026,Mexico,352
442,19/9/2023,Mexico,273
135,9/8/2023,Mexico,565
259,17/9/2025,Mexico,309
414,29/1/2026,Francia,505
409,25/2/2023,USA,109
262,24/11/2023,Japon,248
248,11/11/2026,Mexico,348
194,16/6/2025,Japon,302
58,30/5/2023,Francia,414
449,29/5/2026,Brasil,498
328,12/8/2025,Francia,2
160,1/4/2023,Brasil,300
10,23/5/2023,Brasil,356
483,31/3/2023,Japon,114
92,23/3/2023,Mexico,582
158,9/6/2025,Francia,558
574,11/4/2025,Japon,56
299,3/7/2024,Brasil,521
52,3/3/2024,Brasil,185
468,9/9/2026,Mexico,54
276,26/1/2024,Francia,208
369,17/11/2025,Brasil,436
542,21/1/2025,Brasil,517
340,6/6/2025,Brasil,250
307,6/1/2023,Japon,530
557,2/8/2025,Japon,540
495,17/3/2026,Japon,103
385,9/6/2026,Francia,462
473,7/1/2023,USA,485
205,10/8/2024,Brasil,405
287,1/5/2024,Japon,8
66,1/12/2024,Japon,234
393,15/8/2024,Brasil,454
80,12/9/2023,Brasil,346
495,1/6/2025,Mexico,259
314,27/5/2024,Japon,546
404,11/8/2026,Mexico,424
548,12/11/2025,USA,41
8,15/11/2024,Japon,530
332,15/12/2025,Japon,546
61,15/9/2026,Mexico,68
477,22/8/2026,Mexico,582
297,28/5/2023,Mexico,103
52,28/6/2026,Mexico,446
393,11/6/2026,Mexico,250
334,24/9/2026,Mexico,372
93,19/1/2026,USA,519
24,6/5/2023,Japon,495
441,23/2/2024,Brasil,436
252,20/3/2025,Francia,191
97,5/6/2026,Francia,388
221,8/12/2024,Japon,281
82,18/3/2026,Francia,222
431,4/5/2024,Brasil,192
356,3/4/2026,Francia,157
582,27/8/2026,Japon,153
497,4/12/2023,Brasil,135
199,7/7/2025,Mexico,15
263,5/6/2024,Brasil,310
399,20/8/2025,Brasil,436
249,9/2/2023,Brasil,130
221,17/3/2023,Japon,258
532,13/3/2025,Japon,255
145,3/3/2023,Francia,232
381,10/9/2026,USA,154
517,30/4/2026,USA,454
517,20/7/2023,Japon,360
212,31/7/2025,USA,305
225,30/11/2026,Francia,49
542,21/2/2024,Japon,299
504,9/1/2025,USA,78
320,3/7/2025,Japon,486
278,30/1/2024,USA,413
385,16/3/2023,Japon,302
331,20/5/2023,Japon,220
523,21/2/2026,Brasil,68
139,23/12/2025,Brasil,497
461,10/10/2024,Mexico,529
262,15/2/2024,Mexico,224
368,16/10/2025,Brasil,173
354,31/5/2026,Japon,445
95,24/2/2023,Brasil,392
489,8/8/2023,Brasil,124
304,8/5/2023,Francia,423
349,25/6/2023,Japon,165
211,21/11/2026,Japon,314
197,15/6/2024,Francia,490
574,5/12/2024,USA,473
213,21/10/2025,Japon,532
239,30/9/2023,Mexico,431
222,16/7/2023,Japon,304
405,24/10/2023,Japon,175
32,1/5/2025,Japon,145
489,1/2/2023,Brasil,532
76,16/3/2023,Francia,443
200,8/9/2023,USA,477
77,14/6/2023,Japon,412
336,22/4/2026,Francia,196
254,16/1/2025,Francia,560
388,13/2/2026,Japon,373
390,13/6/2026,Japon,557
44,20/6/2024,Japon,95
553,20/10/2023,Mexico,63
110,6/12/2025,Francia,223
432,5/3/2023,Mexico,158
124,23/5/2025,Mexico,279
40,20/11/2024,Mexico,114
542,19/8/2023,Brasil,41
461,25/11/2025,Brasil,507
101,6/11/2024,Brasil,243
142,20/10/2026,Japon,13
1,11/8/2023,Japon,220
403,7/12/2024,Mexico,337
575,29/5/2024,Mexico,353
426,18/4/2023,Japon,562
212,19/3/2025,USA,80
340,13/2/2026,Francia,184
244,18/4/2023,Japon,182
153,7/2/2026,Mexico,417
132,7/6/2023,Mexico,248
72,21/10/2025,Mexico,157
259,6/8/2026,Brasil,304
401,29/11/2024,Francia,408
115,4/3/2026,Brasil,557
106,26/11/2026,Japon,80
550,27/9/2023,Japon,298
420,21/6/2025,USA,420
40,18/12/2024,Mexico,106
418,31/8/2023,Mexico,35
129,20/7/2024,Mexico,132
31,21/3/2025,Japon,74
214,11/7/2025,Japon,431
441,13/2/2026,USA,218
239,11/8/2025,Mexico,580
234,3/10/2026,USA,537
443,25/6/2023,Francia,434
464,25/9/2023,Mexico,550
205,19/7/2025,Mexico,410
407,5/4/2026,Japon,235
370,6/7/2026,Brasil,228
394,20/6/2024,USA,291
389,14/4/2025,Japon,382
84,5/8/2023,USA,151
65,11/8/2026,Japon,107
423,28/4/2023,Japon,543
340,27/12/2026,Japon,415
58,17/11/2025,Mexico,100
407,1/7/2026,Brasil,229
465,14/2/2023,USA,276
190,30/8/2023,Brasil,249
62,27/5/2024,USA,177
155,15/1/2025,Brasil,308
104,6/2/2023,Japon,182
392,20/5/2023,Francia,337
245,30/9/2025,USA,553
191,3/9/2026,Brasil,199
206,1/11/2023,Japon,65
200,4/12/2023,Francia,154
54,8/8/2026,Japon,53
257,16/9/2026,USA,508
394,14/6/2026,Francia,263
352,21/2/2023,Mexico,85
413,4/7/2024,Francia,383
498,10/10/2024,Brasil,503
581,12/7/2023,Mexico,527
559,6/11/2026,Francia,350
27,26/12/2025,Japon,281
284,8/2/2025,Mexico,168
110,1/11/2024,Japon,298
483,28/9/2025,Japon,103
27,24/12/2024,USA,550
445,27/4/2026,Mexico,311
459,3/6/2026,Mexico,496
262,22/4/2024,Brasil,562
410,19/9/2023,Japon,47
249,29/10/2026,Francia,153
443,11/5/2025,Francia,520
99,26/11/2023,Mexico,365
445,9/4/2023,Mexico,518
122,19/12/2024,Japon,155
34,30/11/2023,USA,211
142,3/8/2025,Brasil,566
380,22/10/2024,Francia,546
541,28/10/2026,Francia,268
223,21/7/2024,Japon,142
161,7/7/2026,Mexico,163
76,24/6/2023,USA,240
333,20/9/2024,USA,424
388,16/7/2024,USA,482
246,23/2/2024,Brasil,437
61,18/4/2024,Japon,209
559,13/3/2026,USA,154
60,17/1/2023,Japon,419
325,6/8/2024,Francia,159
197,4/6/2023,Japon,175
252,28/10/2025,Brasil,388
368,9/12/2025,Mexico,547
39,30/9/2026,Mexico,290
237,11/8/2023,Francia,8
15,31/8/2023,Brasil,480
459,22/2/2023,USA,185
392,23/10/2025,Francia,221
107,4/6/2024,Francia,226
106,8/3/2023,Brasil,473
100,18/2/2024,USA,574
507,17/4/2026,Japon,68
31,13/12/2023,USA,49
403,27/9/2026,Francia,217
259,9/2/2023,Francia,390
379,28/5/2023,Mexico,422
237,4/8/2025,Mexico,478
254,5/7/2023,Francia,536
268,22/5/2023,Francia,248
348,15/12/2024,Japon,437
178,15/10/2026,Mexico,537
10,2/8/2026,Japon,532
19,30/4/2023,Japon,258
178,19/8/2023,Japon,450
61,28/6/2024,Francia,30
323,4/11/2023,Francia,420
574,10/4/2024,Francia,389
377,12/8/2026,Francia,264
74,18/10/2025,Japon,469
265,30/3/2023,USA,178
35,22/12/2023,Mexico,394
21,21/10/2025,Japon,242
139,18/7/2023,Mexico,353
397,21/12/2026,Japon,405
37,12/10/2026,Francia,195
196,20/2/2026,Mexico,501
467,9/12/2026,USA,356
347,14/11/2025,USA,402
496,21/6/2023,Francia,54
122,28/11/2024,Mexico,407
391,1/11/2025,Japon,398
552,28/11/2025,Mexico,37
112,6/7/2025,USA,96
502,19/8/2023,Francia,430
526,6/6/2026,Japon,184
179,24/1/2023,Brasil,348
72,30/8/2024,Japon,560
54,31/7/2025,Japon,408
90,3/7/2024,Francia,450
390,28/4/2025,Japon,167
103,30/11/2025,Francia,538
520,21/4/2024,USA,241
274,20/1/2024,Mexico,549
231,10/9/2023,Francia,62
132,19/6/2023,Mexico,101
329,11/8/2025,Francia,414
397,29/12/2026,Francia,473
242,23/2/2025,Mexico,265
67,20/9/2023,Japon,176
108,14/1/2023,Mexico,415
69,19/8/2025,USA,303
262,31/8/2025,Francia,361
567,3/1/2026,Brasil,164
278,31/8/2026,Japon,44
230,1/11/2026,Francia,78
71,22/8/2025,USA,556
358,25/1/2023,Mexico,537
432,30/4/2023,Brasil,230
468,8/10/2023,Mexico,438
213,28/4/2025,Brasil,9
334,3/10/2024,Mexico,59
527,31/8/2026,Francia,126
88,28/7/2023,Francia,107
522,6/1/2025,Japon,466
214,17/9/2025,Brasil,165
384,21/7/2023,USA,73
354,4/7/2026,Francia,343
123,21/4/2025,USA,53
11,30/7/2025,Francia,389
173,24/12/2026,Mexico,154
137,17/8/2024,Mexico,100
209,24/6/2026,Brasil,543
373,24/2/2024,Brasil,356
520,8/11/2025,Mexico,443
185,10/2/2024,Brasil,578
30,21/6/2024,USA,135
310,8/1/2024,Mexico,526
264,20/9/2024,Brasil,460
146,1/9/2026,Brasil,97
88,18/10/2024,USA,29
137,26/3/2024,Brasil,372
275,9/10/2024,Mexico,285
325,19/4/2026,Francia,142
197,8/8/2024,Japon,68
328,25/2/2023,Japon,136
262,3/9/2023,Japon,543
451,31/1/2026,Mexico,344
403,29/1/2024,Francia,308
526,22/4/2023,Francia,154
520,11/1/2025,Mexico,353
54,19/2/2023,Japon,565
214,10/11/2023,Mexico,204
30,27/11/2023,Japon,242
364,22/12/2025,USA,195
63,1/5/2025,Francia,227
487,14/9/2026,Brasil,517
55,21/7/2024,Mexico,460
192,18/6/2026,USA,446
562,21/10/2024,Mexico,51
411,10/4/2025,Francia,502
563,17/10/2025,Mexico,523
49,4/5/2024,Mexico,293
56,10/8/2026,USA,101
527,20/2/2024,Mexico,59
119,8/2/2025,Mexico,25
114,10/5/2026,USA,372
168,7/2/2026,USA,137
219,16/2/2026,Francia,39
59,23/12/2024,Brasil,138
275,9/9/2024,Francia,200
382,15/4/2024,Japon,425
322,2/5/2024,Brasil,277
176,19/6/2026,Brasil,225
415,20/11/2026,Francia,457
121,17/2/2026,Japon,559
503,8/4/2024,Brasil,365
264,8/11/2023,Japon,169
336,20/6/2023,Mexico,23
244,15/3/2024,USA,544
238,4/7/2025,Japon,344
545,21/8/2026,Brasil,353
353,19/5/2026,Brasil,137
276,10/10/2025,Francia,329
508,15/11/2026,Brasil,214
100,1/1/2025,USA,95
397,17/4/2025,USA,68
535,5/6/2023,Francia,49
207,26/6/2024,USA,140
398,27/6/2025,USA,198
279,12/12/2023,Mexico,31
218,26/4/2026,Mexico,10
9,31/1/2024,USA,567
481,5/5/2026,USA,79
297,8/10/2023,Mexico,527
424,21/2/2023,Francia,306
553,28/12/2026,Japon,13
330,25/10/2023,USA,217
325,24/4/2025,USA,533
119,30/1/2025,Brasil,343
192,30/11/2023,Francia,442
131,9/4/2023,Japon,329
312,18/12/2024,Francia,186
517,16/2/2023,Brasil,343
321,20/1/2025,Brasil,12
84,13/5/2025,Mexico,392
13,11/11/2024,Mexico,300
274,15/3/2025,Mexico,422
427,28/7/2023,Mexico,365
179,8/5/2025,Japon,220
100,7/2/2023,Japon,158
112,24/10/2024,USA,113
496,22/4/2026,Mexico,205
413,22/12/2023,USA,112
415,25/9/2026,Mexico,565
55,20/8/2024,USA,103
110,18/1/2023,Brasil,292
127,21/11/2024,Francia,539
445,23/7/2023,USA,12
489,17/6/2026,Brasil,180
523,9/1/2026,Mexico,228
257,16/6/2023,Francia,89
203,13/2/2026,Mexico,537
301,13/1/2025,Francia,125
121,21/9/2023,Japon,571
329,20/10/2024,Francia,69
156,6/2/2023,Francia,27
146,8/7/2025,USA,323
420,1/3/2025,Mexico,294
254,2/6/2025,Brasil,375
523,27/6/2024,USA,352
367,30/6/2023,USA,87
177,26/5/2025,USA,572
275,10/5/2024,Brasil,63
538,8/3/2025,Brasil,579
215,20/11/2023,Francia,531
153,21/10/2024,Japon,338
497,6/9/2026,Japon,292
405,17/11/2026,USA,17
160,12/7/2026,Japon,213
385,7/11/2026,USA,261
269,7/12/2025,Mexico,90
550,13/6/2026,USA,514
248,29/1/2025,USA,322
210,25/2/2026,Francia,110
176,1/9/2025,USA,315
171,20/5/2025,Brasil,518
443,3/4/2024,Japon,361
31,1/12/2026,USA,310
390,3/10/2023,Japon,376
192,14/6/2026,Mexico,472
483,21/8/2023,Brasil,480
468,8/9/2023,Mexico,374
338,11/10/2026,Francia,254
429,4/8/2026,Mexico,513
186,20/12/2026,USA,527
377,29/9/2026,Brasil,464
182,1/7/2024,Brasil,145
398,28/2/2026,Francia,368
574,4/7/2025,Brasil,279
388,9/12/2026,USA,147
350,10/4/2026,Francia,156
418,4/3/2026,Japon,94
263,16/2/2025,Japon,196
221,29/6/2026,Mexico,359
129,25/10/2024,Japon,203
145,12/10/2025,Mexico,240
114,17/11/2026,Francia,156
507,30/1/2023,Mexico,16
70,26/5/2023,Brasil,403
455,8/10/2026,Brasil,516
56,5/2/2023,Brasil,321
438,9/4/2025,Francia,313
553,13/7/2026,Japon,3
432,19/10/2023,USA,38
193,28/10/2023,Brasil,34
315,11/9/2023,Francia,277
140,17/3/2024,USA,64
420,30/9/2025,USA,553
156,4/7/2023,USA,449
240,26/1/2024,Francia,395
475,30/1/2023,Francia,529
555,28/8/2023,Mexico,486
502,13/8/2024,Francia,438
288,1/7/2026,Japon,556
568,24/7/2023,Brasil,124
514,22/5/2024,Francia,257
361,22/6/2023,Francia,506
410,1/12/2024,Francia,26
397,27/4/2024,Mexico,523
454,25/10/2025,Francia,99
29,24/9/2026,USA,553
332,4/10/2024,Brasil,525
97,21/2/2026,Francia,246
525,9/1/2025,Francia,230
140,23/8/2024,Brasil,502
248,24/4/2024,Francia,339
272,2/12/2026,Japon,297
46,13/1/2024,Japon,232
445,17/1/2025,Francia,403
542,13/2/2026,Brasil,167
297,8/6/2024,Francia,200
480,4/2/2025,Japon,272
167,26/11/2025,USA,470
517,26/12/2023,USA,454
201,5/3/2025,USA,20
22,11/5/2025,Brasil,90
122,4/6/2025,Brasil,31
11,29/3/2024,Francia,417
293,1/5/2025,Japon,387
65,25/8/2025,Japon,306
112,28/1/2024,Francia,107
420,30/4/2025,Brasil,228
239,30/5/2025,Japon,307
48,24/11/2023,Mexico,285
573,11/12/2025,Mexico,539
228,11/7/2026,USA,321
299,7/4/2024,Francia,101
416,17/6/2024,Japon,212
5,24/6/2024,Brasil,181
562,24/12/2025,Japon,63
480,18/3/2025,Japon,287
97,18/5/2024,Mexico,336
582,6/10/2026,Mexico,536
493,30/6/2023,Japon,453
490,2/12/2023,USA,302
338,2/1/2024,Mexico,447
83,2/5/2023,USA,316
129,18/7/2024,Brasil,99
341,7/2/2023,Mexico,263
527,24/7/2025,USA,206
266,10/9/2025,Japon,266
136,26/9/2025,USA,462
524,14/12/2026,Japon,452
240,7/8/2026,Francia,126
383,15/7/2026,Brasil,150
190,29/5/2023,Francia,316
390,29/12/2026,Brasil,246
203,7/12/2023,USA,441
299,5/4/2026,Japon,444
147,20/10/2023,Francia,541
573,19/12/2023,Japon,426
21,10/10/2023,Francia,402
171,5/9/2024,Mexico,59
479,14/12/2023,Mexico,265
377,1/10/2026,Japon,348
479,31/5/2025,Francia,166
492,8/2/2026,Mexico,54
197,20/8/2025,Brasil,272
500,1/2/2023,Mexico,222
354,8/11/2026,Mexico,116
299,1/5/2023,Mexico,337
559,22/6/2026,Mexico,33
108,4/2/2025,Brasil,93
384,2/3/2026,USA,102
239,16/2/2023,Francia,502
325,16/4/2026,Francia,93
557,19/7/2024,Francia,361
91,28/2/2023,Brasil,236
286,19/5/2026,Mexico,227
532,9/8/2024,Japon,576
532,28/9/2023,Francia,9
445,3/12/2024,USA,412
88,5/5/2024,Mexico,132
376,17/9/2024,Francia,81
572,23/3/2024,Francia,60
407,13/3/2026,Brasil,14
398,29/5/2026,Japon,46
562,4/11/2026,Mexico,69
473,28/9/2025,USA,557
411,21/7/2023,USA,100
557,15/9/2024,Mexico,486
116,20/6/2024,USA,519
414,21/11/2025,Brasil,240
104,2/1/2024,Brasil,440
255,7/8/2025,USA,489
529,7/2/2025,USA,259
280,12/8/2024,Mexico,237
68,9/6/2023,Mexico,370
306,13/6/2025,USA,346
166,18/11/2024,Brasil,90
459,30/9/2024,Brasil,284
581,15/3/2025,USA,253
508,11/11/2025,Mexico,283
212,29/5/2025,Brasil,219
200,9/1/2024,USA,393
34,4/6/2026,USA,112
171,14/12/2025,Brasil,98
215,13/11/2025,Francia,144
241,27/11/2023,Japon,394
280,6/2/2026,Francia,39
332,24/11/2025,Japon,437
142,24/7/2023,Francia,436
104,18/5/2026,Japon,473
316,30/10/2025,Japon,477
527,6/6/2023,Brasil,234
519,8/3/2024,Mexico,245
215,27/6/2026,USA,492
240,27/1/2024,Francia,265
252,9/2/2026,Brasil,471
438,21/11/2023,Mexico,111
442,20/3/2023,Japon,92
370,15/5/2026,Mexico,373
471,8/12/2025,USA,95
201,13/4/2024,Japon,370
449,16/3/2026,Brasil,483
43,30/10/2024,USA,126
71,11/2/2023,Mexico,139
303,4/2/2023,Francia,97
467,11/6/2026,Mexico,557
579,26/7/2025,Japon,24
176,1/9/2023,Brasil,327
224,16/12/2025,Brasil,412
304,15/12/2024,Mexico,368
392,10/11/2026,Mexico,329
519,17/11/2023,Mexico,12
551,12/6/2025,Japon,121
450,2/5/2023,Japon,15
55,3/8/2023,Mexico,183
464,31/1/2025,Mexico,549
329,27/12/2023,Mexico,449
347,26/12/2026,Brasil,224
389,17/6/2023,Japon,292
454,31/8/2026,Mexico,421
252,31/7/2023,USA,122
564,14/9/2023,Japon,344
158,27/3/2024,Japon,128
148,16/3/2026,Japon,547
292,17/10/2023,Francia,185
127,3/9/2026,USA,543
214,15/2/2024,Mexico,88
380,26/6/2026,Japon,210
467,23/5/2026,Japon,358
134,28/9/2023,Mexico,546
497,15/11/2025,Mexico,505
55,6/7/2024,Japon,500
25,31/12/2026,Japon,143
370,6/4/2024,Japon,360
47,17/4/2025,USA,357
155,30/10/2025,Francia,419
491,16/7/2025,Brasil,319
4,9/12/2025,Francia,299
116,4/4/2026,Japon,184
81,15/11/2025,Francia,484
525,25/2/2024,Francia,204
548,17/8/2024,Japon,451
34,6/10/2024,Japon,474
484,30/6/2024,Mexico,518
261,14/5/2024,USA,240
129,15/6/2025,Brasil,144
124,2/10/2025,Francia,240
496,13/1/2026,Japon,364
457,11/11/2025,Brasil,42
573,29/5/2024,Francia,53
108,9/9/2025,USA,426
112,3/8/2023,Brasil,48
251,29/9/2026,USA,227
224,26/10/2024,Francia,258
39,4/7/2024,Japon,548
259,29/2/2024,Francia,203
142,20/7/2025,Brasil,73
442,18/5/2023,Francia,64
404,18/8/2026,USA,482
475,17/12/2024,Japon,372
93,23/5/2024,Brasil,465
84,5/12/2024,USA,290
400,22/12/2025,USA,95
198,30/3/2024,Francia,44
372,16/9/2026,Brasil,531
44,13/6/2025,Japon,338
135,31/5/2024,Japon,416
364,3/9/2026,Mexico,108
282,14/2/2026,Francia,308
350,8/7/2024,Brasil,146
50,9/4/2026,Japon,191
518,27/12/2023,Mexico,206
170,12/5/2023,USA,573
346,12/9/2023,Francia,33
167,17/10/2025,Japon,514
438,26/3/2023,Japon,138
174,7/9/2023,Brasil,221
347,23/3/2025,USA,300
564,1/7/2025,Japon,569
369,17/3/2023,Francia,384
343,24/3/2023,Mexico,278
550,5/7/2025,Mexico,122
492,23/4/2023,USA,505
471,28/10/2023,Francia,407
402,6/1/2026,Brasil,442
361,30/12/2023,Mexico,492
334,23/3/2024,Francia,128
360,26/4/2026,Brasil,373
113,29/9/2023,Brasil,474
412,4/10/2023,Brasil,223
397,29/4/2026,Mexico,68
245,22/1/2023,Francia,206
339,23/2/2025,USA,204
462,17/8/2026,Brasil,445
195,13/5/2024,USA,301
327,11/7/2026,Brasil,510
215,6/4/2024,Mexico,233
480,2/12/2023,Brasil,241
388,30/6/2025,USA,24
411,17/3/2024,Japon,106
572,10/6/2024,Japon,109
448,30/11/2026,Brasil,410
284,6/12/2025,USA,8
9,4/11/2023,Mexico,389
336,14/3/2024,USA,146
275,18/6/2025,USA,389
148,24/12/2024,Mexico,51
338,19/12/2025,Japon,107
418,21/7/2026,Japon,566
70,22/1/2025,Mexico,258
337,16/12/2024,USA,361
443,9/3/2023,Francia,461
569,14/5/2026,Brasil,100
535,27/5/2026,USA,396
280,16/7/2024,Francia,99
402,22/7/2025,Brasil,465
359,16/6/2024,Mexico,128
553,8/2/2023,USA,380
262,14/11/2023,Francia,152
223,9/12/2023,Brasil,314
160,7/6/2025,Mexico,497
272,22/8/2024,USA,562
531,24/1/2025,Francia,74
285,26/4/2024,USA,564
362,8/8/2025,Francia,263
579,12/8/2026,USA,297
30,4/2/2026,Mexico,178
579,19/5/2023,Mexico,549
35,1/5/2024,Mexico,315
230,7/2/2026,Mexico,268
200,15/2/2026,Francia,542
168,11/7/2026,Francia,136
411,29/12/2024,Brasil,219
450,25/8/2024,USA,97
350,20/4/2025,USA,318
460,18/4/2025,Japon,568
499,5/10/2023,Brasil,235
512,22/4/2025,Brasil,580
476,16/7/2025,Japon,521
67,15/10/2024,Brasil,382
124,11/2/2024,Japon,62
510,10/12/2023,Mexico,433
510,11/4/2024,Japon,305
328,3/11/2023,Francia,434
495,13/8/2024,Francia,2
509,4/12/2024,Japon,29
288,30/9/2025,Brasil,366
312,5/2/2024,USA,538
139,13/5/2026,Mexico,491
376,30/9/2026,Francia,463
462,11/7/2026,Japon,353
517,3/11/2026,Brasil,56
66,20/4/2025,Brasil,481
438,14/10/2025,Francia,241
113,22/1/2026,Mexico,293
246,2/2/2024,Japon,227
511,4/9/2026,Brasil,43
276,3/1/2025,Japon,67
175,19/10/2023,Brasil,273
511,12/9/2025,USA,515
66,25/3/2025,Japon,472
161,19/10/2023,Brasil,66
353,28/2/2023,Francia,108
68,30/6/2023,Japon,535
8,5/4/2026,Brasil,317
93,27/9/2024,Mexico,152
435,12/3/2023,USA,213
268,10/5/2023,Japon,36
142,31/7/2025,Mexico,405
463,20/2/2024,Mexico,352
163,25/12/2024,Mexico,109
509,31/8/2025,USA,537
69,7/7/2025,USA,156
435,16/11/2023,Francia,163
118,13/4/2025,Mexico,541
344,18/9/2024,Japon,424
300,5/9/2026,Francia,209
407,8/7/2025,Mexico,482
425,12/3/2023,USA,410
344,8/4/2023,Mexico,53
137,30/6/2023,Mexico,178
100,8/12/2025,USA,35
571,11/6/2026,Francia,202
289,6/9/2024,Japon,328
266,29/3/2026,USA,203
272,24/1/2026,Brasil,387
280,28/5/2026,Brasil,514
155,1/3/2023,USA,544
549,1/6/2023,Brasil,335
398,23/7/2025,Japon,412
37,2/10/2024,Mexico,253
487,18/5/2023,USA,167
323,15/7/2024,Japon,95
252,22/6/2026,Francia,11
196,28/2/2026,Francia,525
306,17/7/2024,Brasil,495
554,5/9/2023,Mexico,411
430,30/11/2026,Mexico,141
348,21/2/2026,Japon,130
195,15/8/2025,Brasil,19
216,12/9/2023,Mexico,543
361,29/1/2023,Francia,88
148,16/6/2025,Brasil,523
249,27/12/2025,USA,505
256,12/2/2024,Japon,108
174,30/3/2024,Francia,363
463,25/12/2024,Brasil,272
377,23/5/2025,Mexico,451
153,2/8/2024,Brasil,58
3,13/4/2025,Mexico,456
160,18/4/2025,Japon,266
462,14/9/2023,Mexico,53
404,4/8/2024,Mexico,40
131,28/8/2026,Francia,390
49,7/4/2024,Brasil,547
378,13/5/2024,Brasil,464
471,28/12/2024,Francia,283
185,14/8/2026,Brasil,365
89,21/4/2023,Brasil,421
16,16/2/2024,Francia,387
130,22/10/2023,Brasil,80
116,16/5/2024,USA,72
118,29/6/2025,USA,377
192,26/7/2024,Japon,334
135,27/4/2023,Mexico,220
418,15/6/2026,Francia,136
297,11/1/2025,Mexico,8
340,10/11/2024,Mexico,439
172,26/12/2025,Japon,462
524,17/9/2024,Japon,129
474,26/8/2026,Japon,320
556,19/1/2024,USA,266
318,27/1/2023,Mexico,564
115,8/5/2026,Brasil,91
420,11/3/2025,Mexico,282
536,15/6/2024,Japon,445
224,12/6/2025,Brasil,403
21,2/4/2025,Japon,582
76,26/4/2025,Francia,199
520,23/9/2023,Brasil,348
250,4/4/2024,Japon,304
368,9/9/2026,Japon,40
506,2/5/2025,Francia,42
387,26/12/2026,Francia,46
274,29/4/2026,Japon,217
481,24/5/2026,Francia,162
477,19/3/2023,Mexico,497
569,1/8/2024,Japon,144
115,8/3/2026,Brasil,382
212,1/4/2025,USA,451
401,25/11/2024,Francia,185
476,3/8/2025,Mexico,409
515,2/11/2023,Brasil,403
430,3/8/2024,USA,166
382,9/1/2023,Japon,147
415,16/3/2025,Brasil,224
441,5/12/2023,USA,326
26,21/11/2024,Japon,458
534,7/4/2024,Francia,459
225,26/6/2025,Francia,398
199,5/9/2025,Francia,119
462,1/12/2025,Brasil,398
353,29/7/2023,Francia,233
235,2/2/2025,Francia,195
97,29/10/2025,Japon,469
204,24/9/2026,Francia,80
512,5/8/2024,Japon,213
426,30/8/2026,USA,435
53,16/4/2025,Francia,170
434,4/5/2026,Mexico,558
440,27/11/2026,Mexico,241
175,9/3/2026,Brasil,22
310,6/6/2024,Mexico,304
449,29/6/2026,Francia,184
222,15/10/2025,USA,571
78,28/10/2023,Francia,451
430,11/5/2026,USA,434
327,23/10/2026,Brasil,70
116,30/4/2023,USA,39
290,7/10/2025,Francia,320
387,29/11/2023,Japon,25
112,23/1/2023,Francia,484
498,13/10/2024,Brasil,301
358,24/5/2024,Mexico,265
517,15/6/2024,Japon,402
465,23/11/2026,Brasil,415
16,9/4/2026,Francia,364
6,2/6/2026,USA,454
346,6/12/2025,Mexico,160
138,14/1/2024,USA,416
156,23/7/2025,Brasil,539
374,15/3/2023,Japon,310
313,18/7/2023,Mexico,215
520,6/8/2024,USA,422
218,23/4/2024,Japon,532
72,13/8/2024,Mexico,394
303,27/1/2024,Francia,380
522,13/6/2026,Japon,28
371,4/8/2025,Brasil,160
324,26/12/2023,Japon,156
354,23/8/2023,Francia,262
112,3/3/2023,Brasil,52
174,29/9/2026,USA,355
559,1/11/2024,Mexico,77
516,3/6/2024,Brasil,329
